business_id,name,city,state,latitude,longitude,business_stars,review_count,categories,checkins,review_id,user_id,reviewer_stars,useful,funny,cool
U7xPpLet56Zhi5GDZNlmoA,Round Table Pizza,Las Vegas,NV,36.059631,-115.119423,3.5,58,Pizza;Buffets;Restaurants,2.0,QBsIP9-9AQLqgVKOeAMMuw,m0pj3Tv6lq7eqKy1MsNsGQ,5.0,0.0,0.0,0
1DP5vHxJzCDbgawv0WC3yA,Rose. Rabbit. Lie,Las Vegas,NV,36.10978763,-115.1767297,4.0,739,Diners;Arts & Entertainment;Restaurants;Bars;American (New);Performing Arts;Nightlife,2.0,43Ol3g4RVX6FKu2HlgpeEA,g0WkY3w3AfzIt7DpTZV0TA,4.0,1.0,0.0,0
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,Las Vegas,NV,36.1022507,-115.1699679,3.0,3444,Restaurants;Arts & Entertainment;Hotels;Event Planning & Services;Casinos;Resorts;Hotels & Travel,312.0,KRDtq0DfNXyXmg89wxLd3Q,Wy1sosVgCtxFdVgQyXGYvA,5.0,0.0,0.0,0
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,Las Vegas,NV,36.09446,-115.176113,4.0,2440,Bars;American (Traditional);Burgers;American (New);Restaurants;Nightlife,5.0,fcXJscAhms56h4UodYJ1yQ,k5brrlI9JJqbbclaUl8hQA,4.0,3.0,2.0,1
0w3BdEOxvwKTpypwbN5kiQ,Tofu Hut,Las Vegas,NV,36.1267612,-115.192874,3.5,641,Restaurants;Korean;Barbeque,5.0,JM1bHkuwbRPHkBEwo6p0gA,Q4Iq6mvEnheVa_HBmh7y_w,4.0,1.0,0.0,0
yfxDa8RFOvJPQh0rNtakHA,Pho Kim Long,Las Vegas,NV,36.12619433,-115.1934453,3.5,2594,Vietnamese;Chinese;Restaurants,50.0,sv7yDMofkyrU1BgcqWG39w,Tt-prgL17k5pfE1pMkiPWQ,4.0,0.0,0.0,0
A-uZAD4zP3rRxb44WUGV5w,Soho Japanese Restaurant,Las Vegas,NV,36.0552438,-115.2258702,4.5,1289,Restaurants;Sushi Bars;Asian Fusion;Japanese,44.0,o0x5JmUzOCnv3S16zQBPZA,5f4UjxbMJwTPgmrHsB4DSg,4.0,1.0,1.0,0
Cpb142L849ilMzgiSR4a0w,Tina's Filipino Cuisine,Las Vegas,NV,36.04888423,-115.2244692,4.0,204,Restaurants;Filipino,8.0,Phj-dyrttu07rbu5hOewTg,2VABkVdFhHGMo7wAqfofGA,5.0,7.0,1.0,3
IImZFNzX4cP84rFsyb-9mQ,Noodle Shop,Las Vegas,NV,36.09194095,-115.1753788,2.0,440,Thai;Szechuan;Chinese;Asian Fusion;Restaurants,7.0,siiLiUqTYubgvDh7T8s39g,aHSZ1vdOgLLrzY3KwP8nrA,2.0,0.0,0.0,0
QJatAcxYgK1Zp9BRZMAx7g,Shake Shack,Las Vegas,NV,36.10306126,-115.1734503,4.0,2549,Burgers;American (New);Restaurants,180.0,6FZ9FMWDstA_uYLdwGckkQ,owlUazXSDLaxlOV7z8181g,3.0,13.0,6.0,8
HQcel0uvg7N7KfhHJChfSQ,Sushi Kaya,Las Vegas,NV,36.12592,-115.198097,3.5,958,Sushi Bars;Salad;Restaurants;Japanese,63.0,U-P8luF9xg-UGH60Lht08w,I6noUPCfK7dNjGOsFT1JIw,5.0,0.0,0.0,0
aYfHXWNjLNUVoQa5CMA2jg,The Juice Standard,Las Vegas,NV,36.1064328,-115.2980194,4.5,205,Juice Bars & Smoothies;Food;Restaurants,2.0,T99rP_6A8aXATCu3VjS04Q,UHcAkSObhtQbRDyW4ESnLw,5.0,0.0,0.0,0
2weQS-RnoOBhb1KsHKyoSQ,The Buffet,Las Vegas,NV,36.12688722,-115.16559,3.5,4018,Buffets;Restaurants,72.0,bU__AyXWiYmrp5iZ0DxgdA,jXIJnnyxXxizxNYEo2ze-A,4.0,2.0,0.0,1
XZbuPXdyA0ZtTu3AzqtQhg,Mesa Grill,Las Vegas,NV,36.11712457,-115.1747927,4.0,3012,New Mexican Cuisine;Mexican;Restaurants;Southern;American (New);Tex-Mex;American (Traditional),18.0,62GOtmtwVL2KiwaElsdEDg,g38FqMq8nb6z2l14WQ7TBg,5.0,0.0,0.0,0
rbcfYmJtqwIkk17IeOI5Kw,BARDOT Brasserie,Las Vegas,NV,36.10728172,-115.1765478,4.5,686,Cafes;Brasseries;Steakhouses;Restaurants;Hotels & Travel;French;Hostels,21.0,SgW_QIA-dnrNG8FrZKo-2g,ZskQtWdJD9bKIhcu2pgpIg,4.0,0.0,1.0,1
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,Las Vegas,NV,36.12659258,-115.206306,4.0,1520,American (Traditional);Restaurants;Cajun/Creole;Seafood,19.0,pbkr9510xt4oSbNqdCkqEQ,CsExohsF1u8wL7UMB5SuDA,1.0,0.0,0.0,0
YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay Pub & Grill,Las Vegas,NV,36.117417,-115.175757,3.5,2502,Gastropubs;Fish & Chips;Nightlife;Restaurants;British;Pubs;Bars,34.0,_IaSmEfUeqfzEKSn-41Jkg,hpFs9BJN6-2uuOBKKoeKyQ,4.0,0.0,0.0,0
YRyYbOSwvHkZsZOLv98oQg,Estiatorio Milos,Las Vegas,NV,36.10939219,-115.173773,4.0,932,Restaurants;Seafood;Greek,30.0,NSPe70qGjRH1tAEqZLHDEA,VVyjFrfsYt1i9o3QkhIdGg,5.0,0.0,0.0,0
jBh399TajGcH28Zo2J1pHw,Shake Shack,Las Vegas,NV,36.1518122,-115.3320001,3.5,456,American (Traditional);Burgers;Restaurants;Food;Ice Cream & Frozen Yogurt,12.0,7ZRK8ruvMldUI6tSMfbNXw,TMKPam0v-TcwU27_o_9k1g,3.0,1.0,0.0,1
eavP59x5DOpGwVFhxbG4Cg,Pho Vietnamese Cuisine,Las Vegas,NV,36.1245859,-115.1716132,2.5,275,Vietnamese;Restaurants,5.0,E7xgSvB6IuTILmNJnoTJFw,9EdoVpu_aAGd6bBg_G2scg,4.0,0.0,0.0,0
dVhGY-mNwTWQzK01Zxuclw,Yunnan Garden,Las Vegas,NV,36.1249257,-115.1923226,3.5,278,Restaurants;Chinese;Szechuan;Noodles,9.0,iDU3XDyKc1w17k1sIgo0PA,BurP_W6AgHwT-XwvaZCq9Q,5.0,0.0,0.0,0
makqSKZaz1aUipoWBW0BsA,Westin Las Vegas Hotel & Spa,Las Vegas,NV,36.115198,-115.165729,3.0,591,Casinos;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Arts & Entertainment,15.0,ydji0lH2GR6d1MH_rXpI6g,tXrgLVAbJDX7Na9lCGeUOA,3.0,2.0,1.0,1
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,Las Vegas,NV,36.1022507,-115.1699679,3.0,3444,Restaurants;Arts & Entertainment;Hotels;Event Planning & Services;Casinos;Resorts;Hotels & Travel,170.0,ieJ-gGEAhi64EkNOtLyjXg,Wa82CbyQ18SdKJ-8RBXHJQ,4.0,6.0,0.0,3
QmVF3KJ07PsdroCFwOC_Ow,Chao Thai Restaurant,Las Vegas,NV,36.1067926,-115.1364723,4.0,179,Food Delivery Services;Thai;Restaurants;Food,1.0,TvUxrcsrsoA23qXiK4JMwA,16flRysV9Vo-JJqNlkZkYg,4.0,0.0,0.0,0
4KmrrhtfnngTVFa2d5LAjg,Allegro,Las Vegas,NV,36.127858,-115.165969,3.5,389,Italian;Restaurants,6.0,QAn2ok-8T8VskNwqiMEdnw,KB-RlUpHAHYVaryY8bZq4w,1.0,0.0,0.0,0
kosTPb88O4Q0XGbVbEOGCA,Prommares Thai Food,Las Vegas,NV,36.14505306,-115.2328381,4.0,196,Thai;Restaurants,6.0,vO8BEaAQLp0wXewDlFfpbw,6WpmSCTUGV6W7v01TWp9Sw,4.0,0.0,0.0,0
VG0nWxGsPixYLsyi49gyxQ,Hugo's Cellar,Las Vegas,NV,36.16982219,-115.1435114,4.5,775,Steakhouses;American (New);Restaurants;American (Traditional);Seafood,8.0,yYrZYYMEq7FuzrTszOpIGA,rMr9FX91kev8BLlSH1pSSg,5.0,0.0,0.0,0
ZhLSAiRj9kANxf8m2SBfRA,Lucki Thai,Las Vegas,NV,36.01198464,-115.1535986,4.5,560,Thai;Local Flavor;Restaurants,5.0,VXJGJ8NcP43bnf7FtxXaUQ,bvzwsK8u5i0Kvvyfy7aT1Q,5.0,0.0,0.0,1
WzkbnhI-fxdH_tMzT3evtA,Mr D's Sportsbar & Grill,Las Vegas,NV,36.1513108,-115.2427054,3.5,59,Restaurants;Nightlife;Sports Bars;Karaoke;Bars;American (Traditional),4.0,szwJNBX2NmU-ubwWZUOKCg,WQpeT1nnsGa5_E06aORvWQ,5.0,0.0,1.0,0
WRQ-9LluyivReFiQZFUujw,Buldogis Gourmet Hot Dogs,Las Vegas,NV,36.1470835,-115.2982993,4.5,749,Hot Dogs;Chicken Wings;Asian Fusion;Restaurants;Korean,2.0,WzafNWUOUhI_UOO40-jWWg,RcF3RrCpP4d12g80e2inYg,5.0,1.0,0.0,0
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,Las Vegas,NV,36.121822,-115.168855,4.0,2490,Desserts;American (New);Sandwiches;American (Traditional);Restaurants;Food,83.0,CVdxAVovI1lK6qTDmOowsQ,VWIHYHt_S97fi1IJ91kl8g,4.0,1.0,0.0,1
zBD6zc8YU-TA0_KJmN1tpA,Rosati's Pizza,Las Vegas,NV,36.1284285,-115.3144745,3.5,152,Pizza;Italian;Salad;Restaurants,1.0,ggkynHKSRpeFnwrqX1GMbw,B7xmDrtVEMqbHM-oNEhrQA,4.0,0.0,0.0,0
0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Las Vegas,NV,36.1657583,-115.1329346,4.5,654,Food;Cafes;Coffee & Tea;Restaurants;American (New),34.0,oTgNquM0C3XaZyc53JVfUQ,4wpZiDawbO6n4ZSFrRt-Rw,4.0,0.0,0.0,0
poYsvuOmVDqF4dTnjJ780A,Tiabi Coffee & Waffle,Las Vegas,NV,36.11664987,-115.1387529,4.5,752,Food;Internet Cafes;Comfort Food;Bakeries;Restaurants;Coffee & Tea;Juice Bars & Smoothies;Local Flavor;Cafes;Desserts;Breakfast & Brunch,18.0,xXwRCXbr2wrL-YMQzxQwyA,rcz9TtS_LAmFZGItzcjPug,5.0,0.0,0.0,0
svdEhLmNmpVaIv1WLtoOvQ,Tacos & Beer,Las Vegas,NV,36.11926,-115.154634,4.0,846,Latin American;Restaurants;Tapas/Small Plates;Nightlife;Mexican;Bars;Cocktail Bars,12.0,2Q6R-OWUvIwp3O-hY257yw,M2EWdtYZ7jDedGAIgR1-4A,1.0,0.0,1.0,0
NTtLuuBKpywlyIz6oyd9kg,Sawa Sushi,Las Vegas,NV,36.0398786,-115.1925978,4.5,247,Sushi Bars;Restaurants;Food,9.0,yTg7q3g8subgBHlrihSsPg,5qG3wXOF1X94taoqiusVbQ,5.0,1.0,0.0,2
w55sCX7ZkLIJNhl_RhwjEg,Paradise Cantina,Las Vegas,NV,36.10882105,-115.1511756,3.0,153,Bars;Restaurants;Nightlife;Mexican,2.0,kbdFPkoIzU_dWAhWWcT6FQ,f0J9wH3zys7585TI9b2QdQ,3.0,0.0,0.0,0
T0Uw6vwwfO3el29wBoDamQ,Pink's Hot Dogs,Las Vegas,NV,36.109413,-115.172353,3.0,910,Restaurants;Hot Dogs;Fast Food,38.0,IlmNfGpV6iriRxpJ2REZUQ,33rVYIFu3t0TY77UuWCYUg,3.0,0.0,0.0,0
zBD6zc8YU-TA0_KJmN1tpA,Rosati's Pizza,Las Vegas,NV,36.1284285,-115.3144745,3.5,152,Pizza;Italian;Salad;Restaurants,2.0,zJzO4HPdhb2VPEoHk1r0ZQ,48vRThjhuhiSQINQ2KV8Sw,1.0,5.0,3.0,2
A-uZAD4zP3rRxb44WUGV5w,Soho Japanese Restaurant,Las Vegas,NV,36.0552438,-115.2258702,4.5,1289,Restaurants;Sushi Bars;Asian Fusion;Japanese,35.0,PejMXWcEArtpn61an5l1Rg,l31uOLHpOVVY0a5ayUCTXA,5.0,0.0,0.0,0
VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,Las Vegas,NV,36.12443395,-115.1690687,3.5,1474,Restaurants;Dance Clubs;Lounges;Nightlife;Italian;Breakfast & Brunch;Bars,48.0,j7idV2Q0fmhVo9GMvZ2-mQ,EQqor5tO_1L8lseEhpDYPA,4.0,3.0,0.0,0
9UVkAmyodpaSBm49DBKFNw,Sweet Poké,Las Vegas,NV,36.264618,-115.257566,4.5,276,Sushi Bars;Restaurants;Food;Hawaiian;Poke;Seafood;Asian Fusion;Japanese,3.0,ohf_pApv-oXlGbj1GYSAgg,4Yi0dPpaBIz_hBudSFKdMg,5.0,0.0,0.0,3
T3ASfec34b8-uYr3xZj8Lw,P.F. Chang's,Las Vegas,NV,36.1593507,-115.2919147,3.5,313,Restaurants;Asian Fusion;Gluten-Free;Chinese,7.0,hJEt5pWU00-Csp1Y4Gko7w,hha1NPZgmN3HjkzvopP7vQ,2.0,,0.0,0
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,Las Vegas,NV,36.123406,-115.170188,4.0,1219,Restaurants;American (Traditional);Italian,1.0,d33LKsAbUt3vml0W7BWwyg,ZXtfyUxQWVQ9z_1hnGySgg,5.0,0.0,0.0,0
LR0qF0FEVsCOhYWUOiH26A,The Buffet at ARIA,Las Vegas,NV,36.107069,-115.17764,3.0,1961,Buffets;Restaurants,1.0,J9UXOkrwjmeMXsi7fOKyVQ,lh-pDGacn1CjPBs4bCnapg,5.0,3.0,0.0,1
f9sU31meK0bqAD7922sCog,Sage,Las Vegas,NV,36.10819232,-115.1760135,4.0,990,Restaurants;American (New);Mediterranean,1.0,mRU_h0CGuRqP4bVcGyJHcg,2Ul7JOPv4PwAwhmF0WlUag,5.0,2.0,7.0,3
nnDLapJk1z2NJE0-XzwMlQ,Gallagher's Steakhouse,Las Vegas,NV,36.102645,-115.174534,4.0,1012,Restaurants;Steakhouses,6.0,W7GeWk7qScQ7U6-HJpMLmw,3a4HQkEL0Yjsa0ffr-5ErQ,5.0,3.0,0.0,2
SXzJL5egnVXurANcg-G28A,Little Caesars Pizza,Las Vegas,NV,36.055015,-115.279266,1.5,116,Restaurants;Pizza,2.0,SYEXrgywUipg-DDiGbs4vw,TSpmMNnK7cutkTXlh8douA,5.0,0.0,1.0,0
VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,Las Vegas,NV,36.12443395,-115.1690687,3.5,1474,Restaurants;Dance Clubs;Lounges;Nightlife;Italian;Breakfast & Brunch;Bars,3.0,j7idV2Q0fmhVo9GMvZ2-mQ,EQqor5tO_1L8lseEhpDYPA,4.0,3.0,0.0,0
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,Las Vegas,NV,36.1091,-115.154526,3.5,802,Restaurants;American (Traditional);Diners,9.0,C7y1rgTZ-RgNEx0FrH4gtg,WC2YcSnZRzYljbXoOctarA,4.0,1.0,1.0,1
Md6895ZtS3FA8a0pUaH6nw,America,Las Vegas,NV,36.102003,-115.175161,3.0,452,American (Traditional);Restaurants;Breakfast & Brunch;American (New);Burgers,1.0,lBxVtYxEWKiR5zeXc757dQ,Hvn9Rw3VTCUPCGT4Fi9LqQ,4.0,0.0,0.0,0
-ed0Yc9on37RoIoG2ZgxBA,Le Thai,Las Vegas,NV,36.16880181,-115.1398801,4.0,1355,Restaurants;Beer Gardens;Nightlife;Thai,111.0,bv5SWwQjVPeQ04GemEpuPg,XO9ob-Jgz-JKuyGL22RlFA,5.0,0.0,0.0,0
eZcCFV-8X91ZSnmB9807bw,The Cheesecake Factory,Las Vegas,NV,36.16462828,-115.289207,3.5,569,Food;American (New);Restaurants;Desserts;American (Traditional),11.0,ZJOFpUnId3pUZgA6cn7qBA,_K2q8hN-3_KLaKrsH1KxIg,5.0,0.0,0.0,0
R_ZlcX46pPdjhjmfd043LA,Top of the World,Las Vegas,NV,36.147408,-115.155726,4.0,1190,Restaurants;Diners;American (Traditional);Nightlife;Seafood;Bars;Steakhouses,8.0,9AD0Fu9-wO6u6sc6tHMtkA,5cPqjjtqZzY14GvNl39LaQ,4.0,2.0,0.0,0
3LWsVfsSmb_Nzbi2YQ-NIA,Delhi Indian Cuisine,Las Vegas,NV,36.11616416,-115.1360921,4.0,570,Indian;Food;Halal;Buffets;Restaurants;Food Delivery Services;Vegetarian,3.0,sPL2XABn87yTfgbbPVZM1w,22OBHgW9aANX3vG87A-RSA,5.0,3.0,0.0,0
RESDUcs7fIiihp38-d6_6g,Bacchanal Buffet,Las Vegas,NV,36.116113,-115.176222,4.0,7009,Sandwiches;Buffets;Restaurants;Breakfast & Brunch;Food,677.0,AoGSrHwcn_D2np299cNosA,sv-dYBfrXHK6Tkusbpnluw,1.0,0.0,0.0,0
riFzCvp77DMKDX-5GoTpqA,Steak 'n Shake,Las Vegas,NV,36.01140626,-115.1757787,3.5,778,Restaurants;Food;Fast Food;Burgers,6.0,y7k-47k8FCPjrTGxnPqnfg,A8BriVFBGgGzp28AZUAi7A,4.0,2.0,0.0,0
FfG8twx5K18y268Gp4dSKA,Hooters,Las Vegas,NV,36.05792432,-115.243338,2.5,290,Nightlife;American (Traditional);Chicken Wings;Sports Bars;Bars;Restaurants,15.0,OHaHzJo6eFi2UMRxWMiM_A,aGNvO5rjmeHspcpGZNOoQw,4.0,1.0,2.0,1
YkOCo5ipV2he2WXIAlZb-A,Jaburritos Sushi Burritos,Las Vegas,NV,36.0780826,-115.2421567,4.5,305,Asian Fusion;Restaurants;Japanese;Sushi Bars;Mexican,8.0,ATl-hKl0K-Jf_Gvs5JFkZg,nWiek5S9CQUAON-M18DnnQ,3.0,1.0,0.0,0
Fi-2ruy5x600SX4avnrFuA,Spice Market Buffet,Las Vegas,NV,36.11025031,-115.1716661,3.0,1707,Restaurants;Buffets;Breakfast & Brunch,19.0,YDYGm2fvmsAQkjxqfJV3yw,_47_zAhFkBW1KqUxb3sDGQ,4.0,0.0,0.0,0
MAuSh7NKoT__CQ4BumoayA,T&T - Tacos & Tequila,Las Vegas,NV,36.09560316,-115.1753421,3.5,727,Mexican;Restaurants,3.0,wSHN8PoCalbsr0gEnmBhsw,Kz3IjwptSLMv1ALZ_ldzPQ,4.0,1.0,0.0,0
FvVSy2r7_zDEhZWqLgjXNQ,The Bagel Cafe,Las Vegas,NV,36.1759103,-115.260485,4.0,813,Restaurants;Bagels;Breakfast & Brunch;Comfort Food;Bakeries;Coffee & Tea;Food;Delis;Cafes,85.0,WBuvZPtpBj4108iXHTyV_w,KUD-mSjSMizsVsZOUdcaQA,3.0,0.0,0.0,0
4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi,Las Vegas,NV,36.11282706,-115.1725815,4.0,7361,French;Steakhouses;Restaurants;Breakfast & Brunch,63.0,pmCGf_aFZgu0OeiRDbfBSQ,Q2I7qh6u-8yw_Fi8lhIoxw,5.0,0.0,0.0,0
ZkGDCVKSdf8m76cnnalL-A,Le Village Buffet,Las Vegas,NV,36.11284212,-115.1705693,3.0,2108,Sandwiches;Restaurants;Buffets;Breakfast & Brunch,151.0,MX94HAOTvRyWDKp5phqm7A,zI9MXhfZoW1jdjRm7disvg,2.0,0.0,0.0,0
RESDUcs7fIiihp38-d6_6g,Bacchanal Buffet,Las Vegas,NV,36.116113,-115.176222,4.0,7009,Sandwiches;Buffets;Restaurants;Breakfast & Brunch;Food,158.0,tCNUW9n97z9cPMcM7d23Vg,TOy3Qf_Npdk3NfoYASR28A,3.0,2.0,0.0,0
f4x1YBxkLrZg652xt2KR5g,Hash House A Go Go,Las Vegas,NV,36.11818069,-115.1715798,4.0,4774,American (New);Restaurants;Breakfast & Brunch,50.0,zD7OFzSYlOknHTdLXKhlpA,mdnodIJO-BnK_15yFCJDcg,5.0,0.0,0.0,0
hihud--QRriCYZw1zZvW4g,Gangnam Asian BBQ Dining,Las Vegas,NV,36.108898,-115.151261,4.5,3262,Asian Fusion;Restaurants;Barbeque;Korean;Tapas/Small Plates;Japanese,220.0,7j2lmMqgzOIQ1mZK4Vu-zA,59s2G50Vqkb3uiiiBavFrg,2.0,0.0,0.0,0
dEAk-gE-5Q95a7p91gNn8A,Sushi Koma,Las Vegas,NV,36.11446812,-115.2810967,4.0,884,Sushi Bars;Restaurants;Japanese,27.0,l2C42z04z-HzZnCxjKZoUg,LLf0fmCS_JpGSCeSqMro9Q,5.0,0.0,0.0,0
lv5Bnqlt93NnvNJ2oNcQ8Q,Los Cucos Mexican Cafe,Las Vegas,NV,36.0618411,-115.2519912,4.0,214,Tex-Mex;Nightlife;Mexican;Caterers;Event Planning & Services;Bars;Restaurants,9.0,-S-CwWxy8AdenXSS-wpZkg,bHaxXIBN6MsuMsX15V10Ow,1.0,0.0,0.0,0
Jt28TYWanzKrJYYr0Tf1MQ,Cabo Wabo Cantina,Las Vegas,NV,36.11107247,-115.1724519,3.5,1128,Breakfast & Brunch;Music Venues;Bars;Mexican;Restaurants;Nightlife;Arts & Entertainment,49.0,31gd0hgmbzUNnga0pyvOBg,IPZMvdGvMmiUOAjAiGZvlg,5.0,2.0,0.0,1
osu1j_Lg8R9brpuMMn3a3A,Fogo de Chão Brazilian Steakhouse,Las Vegas,NV,36.11501848,-115.1564544,4.5,963,Steakhouses;Restaurants;Brazilian;Seafood,9.0,4SruJu986NJT1y3WwRgvkw,I8iPt966O1f8HBKRjlnQiA,4.0,0.0,0.0,0
N8D-5-fW7EkBdKjNYGhu0A,La Cave Wine and Food Hideaway,Las Vegas,NV,36.129868,-115.164896,4.0,525,Tapas Bars;Restaurants,1.0,SklkOULfXEeQwZzB1vTM6Q,pngNlr9t4HObDgecGH_jaw,4.0,5.0,3.0,4
SAIrNOB4PtDA4gziNCucwg,Herbs & Rye,Las Vegas,NV,36.14392422,-115.1917273,4.0,1155,Bars;Cocktail Bars;Nightlife;Italian;Tapas Bars;Steakhouses;Restaurants,102.0,BjvuWGoywQ64dWavubgXxA,XdLQep9R3V7EHwW2fjgK-g,4.0,1.0,1.0,1
uQavb7YPhMo89AjwZcjb0w,Kimchi Korean Bbq,Las Vegas,NV,36.1316722,-115.1642599,3.0,232,Barbeque;Korean;Restaurants,3.0,c5OPbk3K7ZHyIIBN884Jfw,_7Xr_D_JP-hvIo4g8A6J5Q,5.0,1.0,0.0,1
5CJL_2-XwCGBmOav4mFdYg,Krung Siam Thai,Las Vegas,NV,36.12615595,-115.1896399,3.5,486,Restaurants;Thai,20.0,d9AqAfFWWw16eGcZz46Liw,jcVQTTyzoVjlizdOEEYjZw,5.0,0.0,0.0,0
R3TC2oq8fQK9c9BNMZ-ynA,RA Sushi Bar Restaurant,Las Vegas,NV,36.127797,-115.168692,3.5,778,Sushi Bars;Bars;Restaurants;Japanese;Nightlife,37.0,U7a6vyGF3y78cXUdR8S-fQ,ERFbDSU0bg-dY6Pzgjl_Rg,2.0,0.0,0.0,0
L_ZLtfHvfzfoNVQ0-okTXg,SW Steakhouse,Las Vegas,NV,36.12616708,-115.1668137,4.0,1048,Restaurants;Steakhouses,25.0,WhjNYOGqWGl9XQaP0KShgA,JSsgGQFBLH02Z8ldDDp-QQ,4.0,0.0,0.0,0
-ed0Yc9on37RoIoG2ZgxBA,Le Thai,Las Vegas,NV,36.16880181,-115.1398801,4.0,1355,Restaurants;Beer Gardens;Nightlife;Thai,110.0,jxanIj4tiMoSngqbCJBNUg,RjMWqTW1ZXp0ilkl_ZXs2A,5.0,1.0,1.0,1
3Jq5LfJ5fmJ5KmuA6VHmzw,Topgolf,Las Vegas,NV,36.10599603,-115.1647223,4.0,706,Active Life;Bars;Golf;American (New);Restaurants;Nightlife,21.0,4wanKG7bR5qrvgAND0GzyQ,23lcSLdClYG2mkG8RTaSsQ,4.0,0.0,0.0,0
7sPNbCx7vGAaH7SbNPZ6oA,Bachi Burger,Las Vegas,NV,36.04279791,-115.153225,4.0,3065,American (New);Bars;Beer;Wine & Spirits;Restaurants;Burgers;Food;Nightlife;Asian Fusion,67.0,WJS0Fz_HgKnnpzLpVBfSdQ,9eZEaWihFgafxPQ5V_3EHA,1.0,0.0,0.0,0
xVEtGucSRLk5pxxN0t4i6g,Eiffel Tower,Las Vegas,NV,36.112477,-115.172189,4.0,1549,Steakhouses;Nightlife;Bars;French;Restaurants;Cocktail Bars,21.0,k8E3C7jzLDYURwTSSXY0GQ,HHGFfIOqtI8GJymjJuWbSQ,1.0,0.0,0.0,0
